timestamp,prev,real,pred,diff,position,asset
2022-01-01 09:00:00,56784000.0,57915000.0,56768689.761382215,1.9792976579777004,0.0,10000.0
2022-01-02 09:00:00,57915000.0,57531000.0,57373935.78495755,0.2730079696901663,0.0,10000.0
2022-01-03 09:00:00,57531000.0,56641000.0,57367707.578173004,-1.28300626431914,0.0,10000.0
2022-01-04 09:00:00,56641000.0,56023000.0,56686796.75475659,-1.1848647069178593,0.0,10000.0
2022-01-05 09:00:00,56023000.0,53854000.0,58141827.03849115,-7.961947187750497,1.0,10000.0
2022-01-06 09:00:00,53854000.0,53239000.0,53136459.663504325,0.19260379889869297,0.0,9800.0
2022-01-07 09:00:00,53239000.0,51449000.0,52319890.13746728,-1.6927251014932847,0.0,9800.0
2022-01-08 09:00:00,51449000.0,52142000.0,51944025.88033425,0.37968263523790685,1.0,9800.0
2022-01-09 09:00:00,52142000.0,51678000.0,51675129.92676719,0.005553762205981693,0.0,9932.002565647534
2022-01-10 09:00:00,51678000.0,51246000.0,52636847.74474936,-2.714061087205557,1.0,9932.002565647534
2022-01-11 09:00:00,51246000.0,52307000.0,52182800.37562656,0.23744360099689035,1.0,9733.362514334583
2022-01-12 09:00:00,52307000.0,53349000.0,51227457.288203254,3.976724421819988,0.0,9733.362514334583
2022-01-13 09:00:00,53349000.0,51885000.0,53197952.31535395,-2.5305046070231327,0.0,9733.362514334583
2022-01-14 09:00:00,51885000.0,52230000.0,52567922.911652684,-0.6469900663463224,1.0,9733.362514334583
2022-01-15 09:00:00,52230000.0,52357000.0,51232137.28971583,2.1484476006726387,0.0,9798.082762333917
2022-01-16 09:00:00,52357000.0,52165000.0,50851208.22258544,2.5185311557836867,0.0,9798.082762333917
2022-01-17 09:00:00,52165000.0,51436000.0,52115596.19278226,-1.3212461948484728,0.0,9798.082762333917
2022-01-18 09:00:00,51436000.0,51179000.0,51619171.97579913,-0.8600636507144109,1.0,9798.082762333917
2022-01-19 09:00:00,51179000.0,50333000.0,51334330.52322801,-1.9894115654302584,1.0,9602.12110708724
2022-01-20 09:00:00,50333000.0,49648000.0,50469558.08007198,-1.65476571074762,0.0,9602.12110708724
2022-01-21 09:00:00,49648000.0,45316000.0,49833255.18015538,-9.968344911632496,1.0,9602.12110708724
2022-01-22 09:00:00,45316000.0,43375000.0,45650173.38199679,-5.24535650028078,1.0,9410.078684945494
2022-01-23 09:00:00,43375000.0,44253000.0,43196156.583947204,2.3881847921108084,0.0,9410.078684945494
2022-01-24 09:00:00,44253000.0,44731000.0,43690960.257307395,2.32509834945028,0.0,9410.078684945494
2022-01-25 09:00:00,44731000.0,44909000.0,44219928.70368005,1.5343723893205075,0.0,9410.078684945494
2022-01-26 09:00:00,44909000.0,45100000.0,44378036.51796034,1.600805946872861,0.0,9410.078684945494
2022-01-27 09:00:00,45100000.0,45809000.0,45176450.98044236,1.3808400522989805,0.0,9410.078684945494
2022-01-28 09:00:00,45809000.0,46588000.0,44986670.19181598,3.4372151802696407,0.0,9410.078684945494
2022-01-29 09:00:00,46588000.0,47146000.0,46247048.720425196,1.9067392346642429,0.0,9410.078684945494
2022-01-30 09:00:00,47146000.0,47208000.0,47472396.63058743,-0.5600674262570514,1.0,9410.078684945494
2022-01-31 09:00:00,47208000.0,47266000.0,46565065.68666777,1.4829566989638003,0.0,9422.453539195412
2022-02-01 09:00:00,47266000.0,47760000.0,45918474.355649024,3.8557907126276714,0.0,9422.453539195412
2022-02-02 09:00:00,47760000.0,45517000.0,46038954.3681381,-1.1467240111125452,0.0,9422.453539195412
2022-02-03 09:00:00,45517000.0,45835000.0,43753717.21396298,4.540815503517007,0.0,9422.453539195412
2022-02-04 09:00:00,45835000.0,50633000.0,45436087.238852985,10.263884741467058,0.0,9422.453539195412
2022-02-05 09:00:00,50633000.0,50788000.0,51161144.08649726,-0.734709156685166,1.0,9422.453539195412
